,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
33,34,49.5,east coast,noon,0.95,0.63,7,2,night owl,football,3,junior
33,34,67.24,east coast,noon,1.0,1.0,8,2,night owl,football,3,junior
33,34,79.71000000000001,east coast,noon,1.0,1.0,7,2,night owl,football,3,junior
33,34,71.71000000000001,east coast,evening,1.0,0.97,7,2,night owl,football,3,junior
33,34,57.67,east coast,noon,1.0,0.88,7,1,night owl,football,3,junior
33,34,63.67,west coast,evening,1.0,0.72,8,1,night owl,football,3,junior
33,34,53.78,west coast,morning,0.98,0.76,8,1,night owl,football,3,junior
33,34,51.82,west coast,noon,1.0,0.8300000000000001,8,0,night owl,football,3,junior
33,34,66.15,west coast,evening,0.98,0.81,9,0,night owl,football,3,junior
33,34,57.07,west coast,evening,1.0,0.72,8,0,night owl,football,3,junior
