,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
915,916,7.98,west coast,evening,0.07,0.34,0,4,night owl,table tennis,5,sophomore
915,916,0.0,west coast,noon,0.08,0.0,0,6,night owl,table tennis,5,sophomore
915,916,7.42,west coast,noon,0.0,0.0,1,3,night owl,table tennis,5,sophomore
915,916,13.18,west coast,morning,0.12,0.0,2,4,night owl,table tennis,5,sophomore
915,916,36.38,west coast,noon,0.0,0.0,3,4,night owl,table tennis,5,sophomore
915,916,41.1,west coast,noon,0.12,0.0,3,4,night owl,table tennis,5,sophomore
915,916,0.0,west coast,noon,0.35,0.0,4,2,night owl,table tennis,5,sophomore
915,916,20.47,west coast,evening,0.41,0.0,4,2,night owl,table tennis,5,sophomore
915,916,0.22,west coast,noon,0.16,0.0,6,1,night owl,table tennis,5,sophomore
915,916,11.64,west coast,noon,0.03,0.03,6,1,night owl,table tennis,5,sophomore
