,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
173,174,22.6,east coast,evening,0.25,0.91,1,11,night owl,frisbee,4,sophomore
173,174,15.36,east coast,noon,0.06,0.94,0,11,night owl,frisbee,4,sophomore
173,174,14.15,east coast,noon,0.15,1.0,2,12,night owl,frisbee,4,sophomore
173,174,0.0,east coast,noon,0.07,0.88,1,10,night owl,frisbee,4,sophomore
173,174,24.6,east coast,noon,0.02,1.0,1,9,night owl,frisbee,4,sophomore
173,174,34.62,west coast,morning,0.08,0.89,0,8,night owl,frisbee,4,sophomore
173,174,31.53,west coast,noon,0.0,0.87,0,8,night owl,frisbee,4,sophomore
173,174,26.57,west coast,noon,0.0,0.85,2,7,night owl,frisbee,4,sophomore
173,174,27.51,west coast,noon,0.05,1.0,3,6,night owl,frisbee,4,sophomore
173,174,31.23,west coast,noon,0.0,1.0,3,7,night owl,frisbee,4,sophomore
