,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
902,903,41.95,west coast,evening,0.64,0.55,7,3,night owl,curling,3,senior
902,903,24.18,west coast,evening,0.18,0.11,7,3,night owl,curling,3,senior
902,903,24.4,west coast,noon,0.33,0.42,9,3,night owl,curling,3,senior
902,903,12.73,west coast,noon,0.19,0.42,7,2,night owl,curling,3,senior
902,903,25.4,west coast,noon,0.39,0.3,7,2,night owl,curling,3,senior
902,903,43.65,west coast,evening,0.54,0.14,8,2,night owl,curling,3,senior
902,903,21.21,west coast,evening,0.28,0.35,7,4,night owl,curling,3,senior
902,903,15.08,west coast,noon,0.04,0.91,5,5,night owl,curling,3,senior
902,903,30.37,west coast,noon,0.1,1.0,4,4,night owl,curling,3,senior
902,903,26.56,west coast,noon,0.28,0.88,5,4,night owl,curling,3,senior
