,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
490,491,42.85,west coast,noon,0.18,0.6900000000000001,0,6,night owl,martial arts,3,sophomore
490,491,14.89,west coast,noon,0.26,0.56,0,6,night owl,martial arts,3,sophomore
490,491,27.32,west coast,noon,0.36,0.81,0,6,night owl,martial arts,3,sophomore
490,491,17.150000000000002,west coast,noon,0.0,0.74,1,5,night owl,martial arts,3,sophomore
490,491,19.65,west coast,noon,0.0,0.52,1,3,night owl,martial arts,3,sophomore
490,491,13.81,west coast,noon,0.0,0.64,1,2,night owl,martial arts,3,junior
490,491,23.99,west coast,noon,0.05,0.28,1,2,night owl,martial arts,3,junior
490,491,38.04,west coast,noon,0.0,0.0,1,3,night owl,martial arts,3,junior
490,491,17.2,west coast,noon,0.0,0.0,1,4,night owl,martial arts,3,junior
490,491,18.5,west coast,noon,0.1,0.0,1,5,night owl,martial arts,3,junior
