,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
132,133,65.48,east coast,noon,0.78,0.99,4,10,night owl,frisbee,4,senior
132,133,57.67,east coast,morning,0.87,0.94,4,10,night owl,frisbee,4,senior
132,133,65.78,east coast,morning,0.86,1.0,5,9,night owl,frisbee,4,senior
132,133,45.31,east coast,noon,0.27,1.0,5,8,night owl,frisbee,4,senior
132,133,41.37,east coast,noon,0.03,1.0,4,7,night owl,frisbee,4,senior
132,133,44.04,west coast,noon,0.15,1.0,4,7,night owl,frisbee,4,senior
132,133,48.49,west coast,evening,0.21,1.0,3,7,night owl,frisbee,4,senior
132,133,33.62,west coast,evening,0.15,0.97,2,7,night owl,frisbee,4,senior
132,133,24.93,west coast,noon,0.04,1.0,1,8,night owl,frisbee,4,senior
132,133,44.4,west coast,noon,0.19,0.92,0,10,night owl,frisbee,4,senior
