,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
967,968,19.54,west coast,evening,0.02,0.34,1,2,early bird,martial arts,1,junior
967,968,20.48,west coast,noon,0.08,0.07,0,2,early bird,martial arts,1,junior
967,968,4.59,west coast,evening,0.0,0.42,1,3,early bird,martial arts,1,junior
967,968,22.45,west coast,noon,0.0,0.26,1,3,early bird,martial arts,1,junior
967,968,22.38,west coast,noon,0.05,0.22,1,4,early bird,martial arts,1,junior
967,968,32.46,west coast,evening,0.28,0.58,1,5,early bird,martial arts,1,junior
967,968,24.0,west coast,noon,0.33,0.67,0,4,early bird,martial arts,1,junior
967,968,0.0,west coast,noon,0.0,0.5,0,2,early bird,martial arts,1,junior
967,968,27.4,west coast,noon,0.0,0.78,0,1,early bird,martial arts,1,junior
967,968,51.39,west coast,noon,0.06,0.76,0,1,early bird,martial arts,1,junior
