,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
495,496,43.58,west coast,noon,0.37,0.36,2,3,night owl,frisbee,4,frosh
495,496,23.54,west coast,noon,0.31,0.74,2,1,night owl,frisbee,4,frosh
495,496,28.92,west coast,noon,0.39,0.91,3,0,night owl,frisbee,4,frosh
495,496,25.3,west coast,noon,0.6,0.62,2,0,night owl,frisbee,4,frosh
495,496,38.16,west coast,noon,0.63,0.86,2,0,night owl,frisbee,4,frosh
495,496,69.42,west coast,noon,1.0,1.0,5,0,night owl,frisbee,4,frosh
495,496,57.99,west coast,noon,0.9,0.93,5,0,night owl,frisbee,4,frosh
495,496,61.05,west coast,noon,0.95,0.91,6,0,night owl,frisbee,4,frosh
495,496,67.17,west coast,noon,0.98,1.0,6,1,night owl,frisbee,4,frosh
495,496,60.91,west coast,noon,1.0,0.95,5,1,night owl,frisbee,4,frosh
