,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
310,311,34.43,west coast,noon,0.1,0.11,2,6,night owl,baseball,4,junior
310,311,20.77,west coast,noon,0.11,0.0,3,6,night owl,baseball,4,junior
310,311,0.0,west coast,noon,0.0,0.06,3,4,night owl,baseball,4,junior
310,311,0.0,west coast,noon,0.01,0.29,3,5,night owl,baseball,4,junior
310,311,18.17,west coast,evening,0.0,0.38,5,5,night owl,baseball,4,junior
310,311,8.03,west coast,noon,0.0,0.0,2,3,night owl,baseball,4,junior
310,311,38.37,west coast,noon,0.0,0.02,3,3,night owl,baseball,4,junior
310,311,26.9,west coast,evening,0.0,0.23,4,3,night owl,baseball,4,junior
310,311,30.48,west coast,noon,0.0,0.15,5,4,night owl,baseball,4,junior
310,311,0.0,west coast,evening,0.0,0.12,3,3,night owl,baseball,4,junior
