,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
738,739,59.28,west coast,morning,0.97,0.6900000000000001,6,5,early bird,football,4,senior
738,739,51.63,west coast,noon,0.89,0.87,8,4,early bird,football,4,senior
738,739,73.05,west coast,noon,1.0,1.0,9,5,early bird,football,4,senior
738,739,63.81,west coast,noon,1.0,0.87,9,5,early bird,football,4,senior
738,739,48.49,west coast,noon,1.0,0.62,9,5,early bird,football,4,senior
738,739,39.71,west coast,noon,0.87,0.58,6,4,early bird,football,4,senior
738,739,40.2,west coast,evening,0.6,0.47,7,4,early bird,football,4,senior
738,739,52.04,west coast,noon,0.8300000000000001,0.59,7,5,early bird,football,4,senior
738,739,35.300000000000004,west coast,evening,0.66,0.45,5,6,early bird,football,4,senior
738,739,46.04,west coast,morning,0.86,0.68,5,5,early bird,football,4,senior
