,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
465,466,23.67,west coast,noon,0.34,0.43,5,3,night owl,table tennis,2,senior
465,466,33.94,west coast,noon,0.85,0.04,6,3,night owl,table tennis,2,senior
465,466,43.09,west coast,noon,1.0,0.01,6,3,night owl,table tennis,2,senior
465,466,20.41,west coast,noon,1.0,0.0,5,1,night owl,table tennis,2,senior
465,466,36.38,west coast,noon,1.0,0.16,6,1,night owl,table tennis,2,senior
465,466,40.15,west coast,noon,0.9,0.0,5,2,night owl,table tennis,2,senior
465,466,33.7,west coast,noon,0.85,0.12,7,0,night owl,table tennis,2,senior
465,466,29.11,west coast,noon,0.89,0.23,7,0,night owl,table tennis,2,senior
465,466,41.06,west coast,evening,0.5700000000000001,0.29,9,0,night owl,table tennis,2,senior
465,466,37.94,west coast,noon,0.5700000000000001,0.21,10,2,night owl,table tennis,2,senior
