,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
94,95,26.32,east coast,morning,0.51,0.63,5,10,night owl,curling,3,junior
94,95,57.08,east coast,evening,0.97,0.81,4,10,night owl,curling,3,junior
94,95,68.27,east coast,evening,0.97,1.0,3,9,night owl,curling,3,junior
94,95,63.27,east coast,evening,1.0,0.96,3,10,night owl,curling,3,junior
94,95,52.43,east coast,noon,1.0,0.84,3,10,night owl,curling,3,junior
94,95,47.92,west coast,morning,0.91,0.68,4,11,night owl,curling,3,junior
94,95,29.44,west coast,noon,1.0,0.21,4,12,night owl,curling,3,junior
94,95,40.37,west coast,evening,1.0,0.36,4,12,night owl,curling,3,junior
94,95,44.86,west coast,morning,1.0,0.34,4,12,night owl,curling,3,junior
94,95,42.94,west coast,noon,1.0,0.19,2,12,night owl,curling,3,senior
