,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
715,716,17.490000000000002,west coast,evening,0.14,0.46,0,2,night owl,baseball,4,senior
715,716,27.47,west coast,evening,0.1,0.8,0,0,night owl,baseball,4,senior
715,716,38.71,west coast,noon,0.44,1.0,2,0,night owl,baseball,4,senior
715,716,5.04,west coast,noon,0.27,0.94,1,1,night owl,baseball,4,senior
715,716,56.620000000000005,west coast,evening,0.66,1.0,0,1,night owl,baseball,4,senior
715,716,45.77,west coast,noon,1.0,0.95,1,1,night owl,baseball,4,senior
715,716,56.2,west coast,noon,1.0,1.0,1,1,night owl,baseball,4,senior
715,716,39.83,west coast,noon,0.98,0.8200000000000001,2,1,night owl,baseball,4,senior
715,716,43.61,west coast,noon,0.97,0.64,4,1,night owl,baseball,4,senior
715,716,49.42,west coast,noon,0.93,0.97,2,1,night owl,baseball,4,senior
