,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
796,797,50.66,west coast,evening,0.95,0.38,9,5,night owl,curling,4,sophomore
796,797,39.7,west coast,noon,0.88,0.28,9,4,night owl,curling,4,sophomore
796,797,36.47,west coast,noon,0.5700000000000001,0.56,8,3,night owl,curling,4,sophomore
796,797,70.84,west coast,noon,0.98,1.0,8,3,night owl,curling,4,sophomore
796,797,66.02,west coast,morning,0.96,0.98,7,5,night owl,curling,4,sophomore
796,797,61.84,west coast,noon,1.0,0.86,7,5,night owl,curling,4,sophomore
796,797,58.13,west coast,noon,1.0,0.84,8,5,night owl,curling,4,sophomore
796,797,78.89,west coast,morning,1.0,1.0,9,7,night owl,curling,4,sophomore
796,797,90.04,west coast,evening,1.0,1.0,10,7,night owl,curling,4,sophomore
796,797,70.34,west coast,noon,1.0,0.93,10,7,night owl,curling,4,junior
