,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
936,937,8.85,west coast,evening,0.03,0.47,1,3,night owl,football,3,sophomore
936,937,26.85,west coast,noon,0.11,0.21,0,2,night owl,football,3,sophomore
936,937,76.24,west coast,noon,0.0,0.37,1,2,night owl,football,3,sophomore
936,937,34.34,west coast,noon,0.06,0.0,1,4,night owl,football,3,sophomore
936,937,0.06,west coast,noon,0.06,0.14,2,4,night owl,football,3,sophomore
936,937,18.87,west coast,noon,0.18,0.27,2,5,night owl,football,3,sophomore
936,937,34.06,west coast,noon,0.03,0.0,5,4,night owl,football,3,sophomore
936,937,17.41,west coast,noon,0.0,0.17,5,5,night owl,football,3,sophomore
936,937,0.3,west coast,noon,0.09,0.0,3,5,night owl,football,3,sophomore
936,937,11.56,west coast,noon,0.13,0.0,3,5,night owl,football,3,sophomore
