,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
61,62,42.7,east coast,morning,0.3,0.72,4,5,early bird,basketball,2,sophomore
61,62,48.43,east coast,noon,0.27,0.77,4,5,early bird,basketball,2,sophomore
61,62,34.800000000000004,east coast,noon,0.37,0.87,4,5,early bird,basketball,2,sophomore
61,62,37.71,east coast,noon,0.25,0.8300000000000001,5,5,early bird,basketball,2,sophomore
61,62,23.88,east coast,noon,0.1,0.49,6,5,early bird,basketball,2,sophomore
61,62,33.5,west coast,morning,0.22,0.47,6,6,early bird,basketball,2,sophomore
61,62,25.63,west coast,noon,0.0,0.01,6,5,early bird,basketball,2,sophomore
61,62,17.94,west coast,noon,0.09,0.06,7,5,early bird,basketball,2,sophomore
61,62,41.19,west coast,noon,0.2,0.0,8,5,early bird,basketball,2,sophomore
61,62,30.87,west coast,noon,0.0,0.0,7,5,early bird,basketball,2,sophomore
