,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
50,51,19.07,east coast,noon,0.09,0.09,5,5,night owl,curling,2,frosh
50,51,13.72,east coast,noon,0.01,0.02,4,4,night owl,curling,2,frosh
50,51,26.93,east coast,noon,0.0,0.0,5,5,night owl,curling,2,frosh
50,51,23.7,east coast,noon,0.08,0.0,3,4,night owl,curling,2,frosh
50,51,0.0,east coast,noon,0.0,0.0,4,4,night owl,curling,2,frosh
50,51,30.61,west coast,noon,0.09,0.01,5,5,night owl,curling,2,frosh
50,51,19.99,west coast,noon,0.0,0.08,4,5,night owl,curling,2,frosh
50,51,22.81,west coast,morning,0.0,0.0,2,5,night owl,curling,2,frosh
50,51,8.41,west coast,noon,0.05,0.0,0,7,night owl,curling,2,frosh
50,51,17.89,west coast,noon,0.15,0.03,1,7,night owl,curling,2,frosh
