,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
786,787,50.57,west coast,evening,0.47,0.94,1,2,night owl,frisbee,5,junior
786,787,28.25,west coast,evening,0.26,0.86,1,3,night owl,frisbee,5,junior
786,787,30.92,west coast,noon,0.0,1.0,1,2,night owl,frisbee,5,junior
786,787,13.13,west coast,evening,0.04,0.9,2,2,night owl,frisbee,5,junior
786,787,20.64,west coast,noon,0.0,0.77,3,2,night owl,frisbee,5,junior
786,787,26.88,west coast,evening,0.09,0.48,3,1,night owl,frisbee,5,junior
786,787,37.2,west coast,noon,0.32,0.03,1,1,night owl,frisbee,5,junior
786,787,11.9,west coast,noon,0.04,0.16,1,1,night owl,frisbee,5,junior
786,787,11.98,west coast,morning,0.0,0.27,0,0,night owl,frisbee,5,junior
786,787,0.0,west coast,noon,0.14,0.61,0,1,night owl,frisbee,5,junior
