,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
944,945,64.54,west coast,evening,0.9,0.87,4,10,night owl,baseball,5,senior
944,945,78.56,west coast,evening,0.91,1.0,5,10,night owl,baseball,5,senior
944,945,55.85,west coast,noon,0.79,1.0,3,11,night owl,baseball,5,senior
944,945,64.93,west coast,evening,0.7000000000000001,0.94,3,10,night owl,baseball,5,senior
944,945,18.52,west coast,noon,0.38,0.92,0,9,night owl,baseball,5,senior
944,945,30.79,west coast,noon,0.35,1.0,0,10,night owl,baseball,5,senior
944,945,52.28,west coast,noon,0.59,1.0,0,11,night owl,baseball,5,senior
944,945,35.56,west coast,noon,0.58,0.89,0,12,night owl,baseball,5,senior
944,945,0.7000000000000001,west coast,noon,0.03,0.96,0,11,night owl,baseball,5,senior
944,945,28.43,west coast,noon,0.28,0.89,1,9,night owl,baseball,5,senior
