,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
933,934,44.48,west coast,evening,0.74,0.78,6,3,night owl,curling,3,senior
933,934,41.69,west coast,noon,1.0,0.47,6,3,night owl,curling,3,senior
933,934,34.300000000000004,west coast,noon,1.0,0.14,7,4,night owl,curling,3,senior
933,934,41.78,west coast,noon,1.0,0.07,9,3,night owl,curling,3,senior
933,934,43.36,west coast,noon,1.0,0.26,9,3,night owl,curling,3,senior
933,934,33.68,west coast,noon,1.0,0.23,8,2,night owl,curling,3,senior
933,934,29.52,west coast,noon,0.75,0.33,9,2,night owl,curling,3,senior
933,934,29.56,west coast,noon,0.6,0.7000000000000001,8,2,night owl,curling,3,senior
933,934,3.67,west coast,noon,0.12,0.56,7,3,night owl,curling,3,senior
933,934,16.01,west coast,noon,0.24,0.02,8,3,night owl,curling,3,senior
