,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
510,511,55.43,west coast,morning,0.62,0.36,10,11,night owl,curling,3,sophomore
510,511,40.32,west coast,noon,0.16,0.05,9,12,night owl,curling,3,sophomore
510,511,26.89,west coast,noon,0.0,0.11,9,11,night owl,curling,3,sophomore
510,511,40.97,west coast,noon,0.0,0.45,10,11,night owl,curling,3,sophomore
510,511,37.67,west coast,noon,0.0,0.39,8,11,night owl,curling,3,sophomore
510,511,37.38,west coast,noon,0.0,0.12,7,12,night owl,curling,3,sophomore
510,511,20.46,west coast,morning,0.0,0.09,8,12,night owl,curling,3,junior
510,511,35.550000000000004,west coast,noon,0.0,0.01,6,12,night owl,curling,3,junior
510,511,8.24,west coast,noon,0.0,0.02,6,11,night owl,curling,3,junior
510,511,23.75,west coast,evening,0.24,0.11,6,11,night owl,curling,3,junior
