,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
623,624,28.58,west coast,evening,0.35,0.21,7,12,early bird,gymnastics,4,frosh
623,624,28.44,west coast,noon,0.0,0.0,7,12,early bird,gymnastics,4,frosh
623,624,4.47,west coast,evening,0.03,0.0,7,11,early bird,gymnastics,4,frosh
623,624,0.0,west coast,noon,0.0,0.0,6,10,early bird,gymnastics,4,frosh
623,624,22.0,west coast,noon,0.0,0.0,7,9,early bird,gymnastics,4,frosh
623,624,36.84,west coast,noon,0.04,0.07,8,10,early bird,gymnastics,4,frosh
623,624,35.51,west coast,noon,0.13,0.1,9,8,early bird,gymnastics,4,frosh
623,624,23.34,west coast,noon,0.35,0.0,8,6,early bird,gymnastics,4,frosh
623,624,30.36,west coast,noon,0.35,0.0,8,5,early bird,gymnastics,4,frosh
623,624,31.62,west coast,noon,0.2,0.0,9,6,early bird,gymnastics,4,frosh
