,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
499,500,49.4,west coast,noon,0.78,0.29,8,2,night owl,football,4,junior
499,500,26.05,west coast,noon,0.61,0.44,8,3,night owl,football,4,junior
499,500,38.93,west coast,noon,0.76,0.6900000000000001,7,5,night owl,football,4,junior
499,500,43.36,west coast,noon,0.97,0.56,6,6,night owl,football,4,junior
499,500,68.52,west coast,noon,0.94,1.0,5,6,night owl,football,4,junior
499,500,58.0,west coast,noon,0.68,1.0,5,6,night owl,football,4,junior
499,500,48.07,west coast,noon,1.0,0.79,3,6,night owl,football,4,junior
499,500,34.68,west coast,noon,1.0,0.39,2,5,night owl,football,4,junior
499,500,52.98,west coast,noon,1.0,0.89,2,5,night owl,football,4,junior
499,500,48.56,west coast,noon,1.0,0.84,4,6,night owl,football,4,junior
