,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
1,2,35.08,east coast,noon,0.75,0.51,9,10,night owl,curling,3,senior
1,2,44.37,east coast,noon,1.0,0.41,8,10,night owl,curling,3,senior
1,2,39.25,east coast,noon,1.0,0.0,7,10,night owl,curling,3,senior
1,2,39.92,east coast,noon,0.95,0.0,5,9,night owl,curling,3,senior
1,2,35.76,east coast,evening,1.0,0.01,3,6,night owl,curling,3,senior
1,2,7.72,west coast,noon,1.0,0.02,3,4,night owl,curling,3,senior
1,2,20.23,west coast,noon,0.86,0.0,5,3,night owl,curling,3,senior
1,2,31.61,west coast,noon,0.84,0.0,5,3,night owl,curling,3,senior
1,2,35.22,west coast,noon,1.0,0.01,4,3,night owl,curling,3,senior
1,2,36.67,west coast,noon,0.9,0.14,6,4,night owl,curling,3,senior
