,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
690,691,53.9,west coast,noon,0.99,0.56,10,5,night owl,baseball,4,senior
690,691,55.8,west coast,noon,1.0,0.58,10,6,night owl,baseball,4,senior
690,691,59.91,west coast,noon,1.0,0.66,9,8,night owl,baseball,4,senior
690,691,54.61,west coast,morning,0.94,0.66,8,7,night owl,baseball,4,senior
690,691,64.67,west coast,noon,0.74,1.0,9,8,night owl,baseball,4,senior
690,691,55.9,west coast,morning,0.4,1.0,8,8,night owl,baseball,4,senior
690,691,49.48,west coast,noon,0.9,0.73,8,8,night owl,baseball,4,senior
690,691,48.38,west coast,noon,1.0,0.5700000000000001,9,9,night owl,baseball,4,senior
690,691,72.91,west coast,noon,0.99,1.0,8,10,night owl,baseball,4,senior
690,691,68.72,west coast,evening,1.0,0.81,7,10,night owl,baseball,4,senior
