,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
165,166,50.22,east coast,evening,0.61,0.54,8,9,night owl,gymnastics,3,senior
165,166,42.62,east coast,noon,0.18,0.6900000000000001,8,11,night owl,gymnastics,3,senior
165,166,40.61,east coast,noon,0.14,0.9,9,11,night owl,gymnastics,3,senior
165,166,37.2,east coast,noon,0.25,0.9,9,11,night owl,gymnastics,3,senior
165,166,33.37,east coast,noon,0.0,1.0,8,11,night owl,gymnastics,3,senior
165,166,32.82,west coast,noon,0.0,0.94,7,10,night owl,gymnastics,3,senior
165,166,25.95,west coast,noon,0.0,0.71,7,10,night owl,gymnastics,3,senior
165,166,40.7,west coast,noon,0.11,0.79,6,9,night owl,gymnastics,3,senior
165,166,16.17,west coast,noon,0.0,0.89,6,8,night owl,gymnastics,3,senior
165,166,17.81,west coast,noon,0.0,0.91,7,9,night owl,gymnastics,3,senior
