,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
862,863,41.83,west coast,evening,0.73,0.38,7,3,early bird,martial arts,5,frosh
862,863,52.61,west coast,morning,0.68,0.74,6,4,early bird,martial arts,5,frosh
862,863,55.97,west coast,noon,0.65,1.0,6,4,early bird,martial arts,5,frosh
862,863,57.04,west coast,evening,0.72,0.99,6,2,early bird,martial arts,5,frosh
862,863,51.99,west coast,noon,0.73,0.85,7,1,early bird,martial arts,5,frosh
862,863,6.72,west coast,noon,0.25,0.72,7,0,early bird,martial arts,5,frosh
862,863,8.61,west coast,noon,0.0,0.73,7,0,early bird,martial arts,5,frosh
862,863,29.62,west coast,noon,0.0,0.99,7,1,early bird,martial arts,5,frosh
862,863,43.57,west coast,morning,0.0,1.0,5,3,early bird,martial arts,5,frosh
862,863,32.9,west coast,evening,0.0,1.0,6,4,early bird,martial arts,5,frosh
