,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
615,616,55.74,west coast,morning,0.92,0.7000000000000001,5,5,early bird,gymnastics,9,senior
615,616,45.59,west coast,evening,0.66,0.65,6,5,early bird,gymnastics,9,senior
615,616,62.58,west coast,noon,0.89,0.93,7,6,early bird,gymnastics,9,senior
615,616,62.18,west coast,noon,0.86,1.0,6,6,early bird,gymnastics,9,senior
615,616,75.89,west coast,noon,1.0,1.0,8,6,early bird,gymnastics,9,senior
615,616,59.26,west coast,noon,0.77,0.99,8,5,early bird,gymnastics,9,senior
615,616,50.0,west coast,noon,0.5700000000000001,0.87,8,5,early bird,gymnastics,9,senior
615,616,33.07,west coast,noon,0.16,0.94,8,4,early bird,gymnastics,9,senior
615,616,35.72,west coast,noon,0.24,1.0,8,5,early bird,gymnastics,9,senior
615,616,30.89,west coast,noon,0.26,1.0,8,4,early bird,gymnastics,9,senior
