,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
305,306,9.99,west coast,noon,0.54,0.39,4,7,night owl,baseball,6,frosh
305,306,30.68,west coast,noon,0.43,0.24,4,7,night owl,baseball,6,frosh
305,306,20.42,west coast,noon,0.47,0.28,3,7,night owl,baseball,6,frosh
305,306,48.870000000000005,west coast,evening,0.93,0.67,2,6,night owl,baseball,6,frosh
305,306,45.71,west coast,noon,0.77,0.92,4,6,night owl,baseball,6,frosh
305,306,56.14,west coast,noon,1.0,0.95,5,4,night owl,baseball,6,frosh
305,306,70.32000000000001,west coast,evening,1.0,1.0,4,4,night owl,baseball,6,frosh
305,306,64.89,west coast,noon,1.0,0.99,6,4,night owl,baseball,6,frosh
305,306,65.15,west coast,noon,1.0,1.0,6,5,night owl,baseball,6,frosh
305,306,64.56,west coast,noon,1.0,1.0,6,5,night owl,baseball,6,frosh
