,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
937,938,76.87,west coast,evening,0.9,0.94,9,12,night owl,curling,3,senior
937,938,74.89,west coast,noon,0.87,0.99,9,11,night owl,curling,3,senior
937,938,74.03,west coast,noon,0.89,0.99,8,11,night owl,curling,3,senior
937,938,72.55,west coast,noon,1.0,1.0,7,9,night owl,curling,3,senior
937,938,74.5,west coast,noon,1.0,1.0,8,8,night owl,curling,3,senior
937,938,50.21,west coast,noon,0.99,0.75,7,7,night owl,curling,3,senior
937,938,74.26,west coast,noon,0.85,1.0,8,8,night owl,curling,3,senior
937,938,57.32,west coast,noon,0.35,1.0,10,7,night owl,curling,3,senior
937,938,68.33,west coast,noon,0.68,1.0,10,7,night owl,curling,3,senior
937,938,65.34,west coast,noon,0.68,0.97,9,6,night owl,curling,3,senior
