,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
517,518,63.05,west coast,morning,0.56,0.06,6,2,night owl,baseball,5,sophomore
517,518,38.11,west coast,noon,0.0,0.09,5,3,night owl,baseball,5,sophomore
517,518,15.0,west coast,noon,0.0,0.03,4,3,night owl,baseball,5,sophomore
517,518,41.53,west coast,noon,0.0,0.0,3,6,night owl,baseball,5,sophomore
517,518,17.8,west coast,noon,0.05,0.0,3,6,night owl,baseball,5,sophomore
517,518,39.52,west coast,noon,0.0,0.0,4,7,night owl,baseball,5,sophomore
517,518,9.27,west coast,morning,0.11,0.09,2,7,night owl,baseball,5,junior
517,518,2.58,west coast,noon,0.0,0.1,1,6,night owl,baseball,5,junior
517,518,3.0,west coast,noon,0.05,0.02,2,7,night owl,baseball,5,junior
517,518,6.44,west coast,evening,0.0,0.0,4,7,night owl,baseball,5,junior
