,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
686,687,62.14,west coast,evening,0.94,0.79,9,9,night owl,table tennis,4,senior
686,687,70.57000000000001,west coast,noon,1.0,0.89,9,8,night owl,table tennis,4,senior
686,687,78.12,west coast,noon,1.0,0.99,9,8,night owl,table tennis,4,senior
686,687,74.60000000000001,west coast,morning,1.0,1.0,8,10,night owl,table tennis,4,senior
686,687,69.69,west coast,noon,1.0,0.94,8,10,night owl,table tennis,4,senior
686,687,77.16,west coast,noon,1.0,0.99,9,11,night owl,table tennis,4,senior
686,687,71.9,west coast,noon,0.99,1.0,7,10,night owl,table tennis,4,senior
686,687,52.79,west coast,morning,0.8300000000000001,0.86,5,10,night owl,table tennis,4,senior
686,687,52.5,west coast,noon,0.9,0.89,5,8,night owl,table tennis,4,senior
686,687,68.18,west coast,noon,0.94,1.0,5,9,night owl,table tennis,4,senior
