,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
948,949,42.12,west coast,evening,0.24,0.36,8,7,night owl,frisbee,2,sophomore
948,949,41.68,west coast,evening,0.15,0.0,7,5,night owl,frisbee,2,sophomore
948,949,29.85,west coast,noon,0.11,0.04,6,5,night owl,frisbee,2,sophomore
948,949,33.18,west coast,evening,0.0,0.14,6,4,night owl,frisbee,2,sophomore
948,949,23.51,west coast,noon,0.0,0.47,5,4,night owl,frisbee,2,sophomore
948,949,27.52,west coast,noon,0.03,0.0,7,2,night owl,frisbee,2,sophomore
948,949,33.74,west coast,noon,0.03,0.01,7,2,night owl,frisbee,2,sophomore
948,949,28.72,west coast,noon,0.1,0.0,6,2,night owl,frisbee,2,sophomore
948,949,22.57,west coast,noon,0.01,0.0,7,1,night owl,frisbee,2,sophomore
948,949,26.0,west coast,noon,0.07,0.05,5,4,night owl,frisbee,2,sophomore
