,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
331,332,47.68,west coast,noon,0.52,0.92,5,8,night owl,basketball,3,junior
331,332,50.45,west coast,evening,0.6,0.72,3,7,night owl,basketball,3,junior
331,332,71.92,west coast,morning,0.88,1.0,3,8,night owl,basketball,3,junior
331,332,64.21000000000001,west coast,noon,0.72,1.0,4,6,night owl,basketball,3,junior
331,332,56.74,west coast,noon,0.92,0.87,4,5,night owl,basketball,3,junior
331,332,71.85000000000001,west coast,noon,1.0,1.0,4,3,night owl,basketball,3,junior
331,332,61.48,west coast,noon,0.86,0.97,2,3,night owl,basketball,3,junior
331,332,36.48,west coast,noon,0.5700000000000001,0.96,0,2,night owl,basketball,3,junior
331,332,19.45,west coast,noon,0.19,0.9,0,3,night owl,basketball,3,junior
331,332,38.13,west coast,noon,0.36,0.92,1,3,night owl,basketball,3,junior
