,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
674,675,39.45,west coast,evening,0.02,0.08,1,0,early bird,frisbee,3,frosh
674,675,1.55,west coast,noon,0.26,0.14,0,0,early bird,frisbee,3,frosh
674,675,35.59,west coast,evening,0.33,0.14,0,0,early bird,frisbee,3,frosh
674,675,23.43,west coast,noon,0.26,0.1,0,0,early bird,frisbee,3,frosh
674,675,16.25,west coast,noon,0.45,0.62,1,0,early bird,frisbee,3,frosh
674,675,36.44,west coast,noon,0.31,0.34,2,1,early bird,frisbee,3,frosh
674,675,0.0,west coast,noon,0.06,0.48,2,2,early bird,frisbee,3,frosh
674,675,23.83,west coast,evening,0.43,0.12,3,2,early bird,frisbee,3,frosh
674,675,36.69,west coast,noon,0.0,0.0,3,2,early bird,frisbee,3,frosh
674,675,9.97,west coast,noon,0.0,0.0,2,2,early bird,frisbee,3,frosh
