,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
659,660,92.99,west coast,evening,0.98,0.92,9,11,night owl,basketball,4,sophomore
659,660,83.04,west coast,noon,1.0,1.0,8,10,night owl,basketball,4,sophomore
659,660,81.9,west coast,noon,0.97,0.98,9,11,night owl,basketball,4,sophomore
659,660,78.38,west coast,noon,0.84,1.0,10,12,night owl,basketball,4,sophomore
659,660,85.59,west coast,noon,1.0,0.92,10,12,night owl,basketball,4,sophomore
659,660,76.92,west coast,noon,0.99,0.88,10,10,night owl,basketball,4,sophomore
659,660,67.78,west coast,noon,0.84,0.8,10,10,night owl,basketball,4,sophomore
659,660,73.39,west coast,noon,0.89,0.98,7,10,night owl,basketball,4,sophomore
659,660,78.55,west coast,evening,0.71,1.0,7,10,night owl,basketball,4,sophomore
659,660,76.2,west coast,noon,0.78,1.0,7,11,night owl,basketball,4,sophomore
