,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
669,670,42.33,west coast,morning,0.98,0.71,9,8,night owl,table tennis,6,sophomore
669,670,72.24,west coast,noon,1.0,1.0,9,9,night owl,table tennis,6,sophomore
669,670,85.01,west coast,evening,0.95,1.0,9,9,night owl,table tennis,6,sophomore
669,670,59.07,west coast,noon,1.0,0.91,9,8,night owl,table tennis,6,sophomore
669,670,73.27,west coast,evening,1.0,0.79,10,7,night owl,table tennis,6,sophomore
669,670,53.49,west coast,evening,1.0,0.51,9,8,night owl,table tennis,6,sophomore
669,670,52.81,west coast,noon,0.92,0.71,10,9,night owl,table tennis,6,sophomore
669,670,54.92,west coast,noon,0.94,0.68,10,8,night owl,table tennis,6,sophomore
669,670,52.74,west coast,noon,0.97,0.4,10,8,night owl,table tennis,6,sophomore
669,670,36.38,west coast,noon,1.0,0.0,9,9,night owl,table tennis,6,sophomore
