,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
639,640,45.37,west coast,noon,0.37,0.36,9,9,night owl,football,1,junior
639,640,46.78,west coast,morning,0.0,0.3,9,8,night owl,football,1,junior
639,640,29.08,west coast,noon,0.1,0.0,9,6,night owl,football,1,junior
639,640,33.42,west coast,morning,0.47,0.0,10,6,night owl,football,1,junior
639,640,47.85,west coast,evening,0.79,0.22,10,6,night owl,football,1,junior
639,640,59.3,west coast,evening,0.76,0.19,9,7,night owl,football,1,junior
639,640,57.85,west coast,evening,1.0,0.0,9,6,night owl,football,1,junior
639,640,38.65,west coast,noon,1.0,0.07,9,6,night owl,football,1,junior
639,640,50.08,west coast,evening,1.0,0.0,10,5,night owl,football,1,junior
639,640,50.13,west coast,noon,1.0,0.0,10,5,night owl,football,1,junior
