,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
286,287,64.51,west coast,evening,0.88,0.73,6,2,night owl,frisbee,5,frosh
286,287,76.33,west coast,evening,0.91,0.92,8,1,night owl,frisbee,5,frosh
286,287,77.22,west coast,evening,0.85,1.0,8,1,night owl,frisbee,5,frosh
286,287,83.57000000000001,west coast,evening,1.0,1.0,7,2,night owl,frisbee,5,frosh
286,287,69.76,west coast,morning,0.9,1.0,6,2,night owl,frisbee,5,frosh
286,287,67.87,west coast,noon,0.86,1.0,7,2,night owl,frisbee,5,frosh
286,287,61.53,west coast,noon,0.84,1.0,6,3,night owl,frisbee,5,frosh
286,287,53.14,west coast,noon,1.0,0.93,6,3,night owl,frisbee,5,frosh
286,287,68.31,west coast,noon,1.0,0.94,7,3,night owl,frisbee,5,frosh
286,287,52.38,west coast,evening,0.94,0.71,5,1,night owl,frisbee,5,frosh
