,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
451,452,36.69,west coast,evening,0.41,0.68,1,3,night owl,martial arts,3,junior
451,452,0.0,west coast,noon,0.1,0.71,0,4,night owl,martial arts,3,junior
451,452,28.91,west coast,noon,0.0,0.44,0,5,night owl,martial arts,3,junior
451,452,19.36,west coast,noon,0.1,0.33,0,4,night owl,martial arts,3,junior
451,452,29.5,west coast,noon,0.0,0.6,1,5,night owl,martial arts,3,junior
451,452,34.97,west coast,morning,0.0,1.0,3,4,night owl,martial arts,3,junior
451,452,41.49,west coast,noon,0.0,0.97,3,5,night owl,martial arts,3,junior
451,452,22.4,west coast,noon,0.0,0.88,3,5,night owl,martial arts,3,junior
451,452,18.5,west coast,evening,0.11,0.58,2,3,night owl,martial arts,3,junior
451,452,20.91,west coast,noon,0.0,0.98,2,3,night owl,martial arts,3,junior
