,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
943,944,41.7,west coast,evening,0.85,0.08,9,4,night owl,curling,7,frosh
943,944,51.63,west coast,evening,0.98,0.09,9,2,night owl,curling,7,frosh
943,944,40.23,west coast,noon,1.0,0.1,10,4,night owl,curling,7,frosh
943,944,59.44,west coast,evening,0.96,0.28,10,3,night owl,curling,7,frosh
943,944,22.8,west coast,noon,1.0,0.0,9,3,night owl,curling,7,frosh
943,944,30.19,west coast,noon,0.91,0.06,9,3,night owl,curling,7,frosh
943,944,34.46,west coast,noon,0.72,0.15,9,3,night owl,curling,7,frosh
943,944,41.22,west coast,noon,0.28,0.0,9,5,night owl,curling,7,frosh
943,944,16.21,west coast,noon,0.0,0.0,10,5,night owl,curling,7,frosh
943,944,23.01,west coast,noon,0.0,0.0,8,3,night owl,curling,7,sophomore
