,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
650,651,46.56,west coast,evening,0.1,0.75,1,11,early bird,martial arts,6,sophomore
650,651,22.9,west coast,noon,0.01,1.0,2,9,early bird,martial arts,6,sophomore
650,651,31.61,west coast,noon,0.13,1.0,3,10,early bird,martial arts,6,sophomore
650,651,2.87,west coast,noon,0.0,0.88,3,10,early bird,martial arts,6,sophomore
650,651,27.36,west coast,noon,0.0,0.88,3,9,early bird,martial arts,6,sophomore
650,651,6.53,west coast,noon,0.19,0.61,2,8,early bird,martial arts,6,sophomore
650,651,24.7,west coast,noon,0.0,0.25,3,7,early bird,martial arts,6,sophomore
650,651,41.77,west coast,noon,0.1,0.71,4,8,early bird,martial arts,6,sophomore
650,651,16.11,west coast,evening,0.25,0.41,3,6,early bird,martial arts,6,sophomore
650,651,39.73,west coast,noon,0.37,0.94,1,6,early bird,martial arts,6,sophomore
