,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
19,20,46.7,east coast,evening,0.41,0.5700000000000001,4,6,night owl,martial arts,3,sophomore
19,20,17.37,east coast,noon,0.24,0.43,1,8,night owl,martial arts,3,sophomore
19,20,28.26,east coast,noon,0.5700000000000001,0.0,1,8,night owl,martial arts,3,sophomore
19,20,35.300000000000004,east coast,noon,0.62,0.16,1,8,night owl,martial arts,3,sophomore
19,20,43.33,east coast,evening,0.7000000000000001,0.0,1,9,night owl,martial arts,3,sophomore
19,20,22.07,west coast,noon,0.65,0.0,2,9,night owl,martial arts,3,sophomore
19,20,25.87,west coast,evening,0.22,0.0,1,9,night owl,martial arts,3,sophomore
19,20,24.85,west coast,evening,0.22,0.0,0,9,night owl,martial arts,3,sophomore
19,20,23.1,west coast,morning,0.0,0.04,0,10,night owl,martial arts,3,sophomore
19,20,12.91,west coast,noon,0.02,0.09,0,10,night owl,martial arts,3,sophomore
