,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
27,28,45.25,east coast,evening,0.71,0.84,6,8,early bird,table tennis,4,senior
27,28,54.57,east coast,noon,1.0,0.8,8,9,early bird,table tennis,4,senior
27,28,61.23,east coast,noon,1.0,0.8,10,10,early bird,table tennis,4,senior
27,28,46.76,east coast,noon,0.9,0.49,10,11,early bird,table tennis,4,senior
27,28,61.65,east coast,noon,1.0,0.86,9,11,early bird,table tennis,4,senior
27,28,61.83,west coast,noon,1.0,0.81,8,12,early bird,table tennis,4,senior
27,28,52.1,west coast,noon,1.0,0.42,8,12,early bird,table tennis,4,senior
27,28,39.62,west coast,evening,0.92,0.4,7,12,early bird,table tennis,4,senior
27,28,34.08,west coast,noon,0.95,0.08,6,11,early bird,table tennis,4,senior
27,28,53.31,west coast,evening,0.7000000000000001,0.49,5,11,early bird,table tennis,4,senior
