,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
855,856,90.49,west coast,evening,0.95,0.99,8,12,night owl,frisbee,4,senior
855,856,78.9,west coast,morning,0.85,1.0,10,11,night owl,frisbee,4,senior
855,856,68.71000000000001,west coast,noon,0.54,1.0,10,12,night owl,frisbee,4,senior
855,856,64.85,west coast,morning,0.66,0.94,9,12,night owl,frisbee,4,senior
855,856,63.28,west coast,morning,0.46,1.0,8,12,night owl,frisbee,4,senior
855,856,38.44,west coast,noon,0.0,0.81,9,11,night owl,frisbee,4,senior
855,856,32.64,west coast,noon,0.1,0.8300000000000001,9,9,night owl,frisbee,4,senior
855,856,53.52,west coast,noon,0.32,1.0,8,8,night owl,frisbee,4,senior
855,856,51.06,west coast,noon,0.58,0.75,8,7,night owl,frisbee,4,senior
855,856,41.13,west coast,evening,0.0,0.6,10,6,night owl,frisbee,4,senior
