,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
399,400,11.57,west coast,noon,0.13,0.86,1,3,night owl,table tennis,2,senior
399,400,22.2,west coast,evening,0.0,0.9,0,3,night owl,table tennis,2,senior
399,400,17.19,west coast,noon,0.11,0.91,0,3,night owl,table tennis,2,senior
399,400,15.61,west coast,noon,0.02,1.0,0,3,night owl,table tennis,2,senior
399,400,15.87,west coast,noon,0.0,1.0,2,4,night owl,table tennis,2,senior
399,400,30.03,west coast,evening,0.0,0.88,2,2,night owl,table tennis,2,senior
399,400,9.16,west coast,noon,0.09,0.96,3,2,night owl,table tennis,2,senior
399,400,23.17,west coast,noon,0.15,0.86,2,3,night owl,table tennis,2,senior
399,400,2.26,west coast,noon,0.0,0.7000000000000001,2,3,night owl,table tennis,2,senior
399,400,24.33,west coast,noon,0.0,0.52,2,5,night owl,table tennis,2,senior
