,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
294,295,40.31,west coast,morning,0.98,0.65,8,6,night owl,baseball,5,senior
294,295,45.9,west coast,morning,0.81,0.5,8,5,night owl,baseball,5,senior
294,295,46.29,west coast,noon,0.51,0.87,9,5,night owl,baseball,5,senior
294,295,73.45,west coast,evening,0.97,0.93,10,2,night owl,baseball,5,senior
294,295,70.45,west coast,morning,0.84,1.0,10,3,night owl,baseball,5,senior
294,295,63.76,west coast,noon,1.0,0.93,10,1,night owl,baseball,5,senior
294,295,70.93,west coast,noon,0.99,1.0,10,0,night owl,baseball,5,senior
294,295,69.86,west coast,noon,1.0,1.0,9,0,night owl,baseball,5,senior
294,295,67.22,west coast,morning,1.0,1.0,10,0,night owl,baseball,5,senior
294,295,58.15,west coast,noon,0.95,1.0,8,0,night owl,baseball,5,senior
