,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
0,1,10.95,east coast,noon,0.39,0.38,5,5,night owl,curling,4,frosh
0,1,11.08,east coast,noon,0.48,0.18,6,5,night owl,curling,4,frosh
0,1,29.51,east coast,noon,0.5700000000000001,0.0,7,4,night owl,curling,4,frosh
0,1,34.08,east coast,noon,0.65,0.0,6,5,night owl,curling,4,sophomore
0,1,37.76,east coast,evening,0.96,0.0,7,5,night owl,curling,4,sophomore
0,1,36.83,west coast,noon,1.0,0.17,6,7,night owl,curling,4,sophomore
0,1,40.25,west coast,noon,1.0,0.28,7,7,night owl,curling,4,sophomore
0,1,50.88,west coast,noon,0.96,0.51,8,7,night owl,curling,4,sophomore
0,1,60.67,west coast,noon,1.0,0.86,8,6,night owl,curling,4,sophomore
0,1,62.28,west coast,noon,1.0,0.91,7,5,night owl,curling,4,sophomore
