,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
325,326,62.23,west coast,evening,0.89,0.54,8,9,night owl,baseball,4,sophomore
325,326,66.36,west coast,noon,0.9,0.91,8,9,night owl,baseball,4,sophomore
325,326,48.97,west coast,noon,0.6900000000000001,0.81,8,9,night owl,baseball,4,sophomore
325,326,47.69,west coast,noon,0.33,1.0,8,9,night owl,baseball,4,sophomore
325,326,46.84,west coast,noon,0.0,1.0,9,9,night owl,baseball,4,sophomore
325,326,49.7,west coast,morning,0.04,1.0,10,9,night owl,baseball,4,sophomore
325,326,44.24,west coast,evening,0.03,1.0,9,9,night owl,baseball,4,sophomore
325,326,33.59,west coast,noon,0.04,0.91,8,9,night owl,baseball,4,sophomore
325,326,43.28,west coast,evening,0.12,1.0,8,8,night owl,baseball,4,sophomore
325,326,49.27,west coast,noon,0.43,0.98,8,7,night owl,baseball,4,sophomore
