,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
179,180,68.71000000000001,east coast,evening,0.92,0.96,2,8,night owl,frisbee,7,sophomore
179,180,69.39,east coast,noon,1.0,0.97,2,9,night owl,frisbee,7,sophomore
179,180,61.31,east coast,noon,1.0,0.99,2,9,night owl,frisbee,7,sophomore
179,180,65.34,east coast,noon,0.99,1.0,2,10,night owl,frisbee,7,sophomore
179,180,70.43,east coast,noon,1.0,1.0,4,10,night owl,frisbee,7,sophomore
179,180,72.59,west coast,morning,0.99,0.97,5,10,night owl,frisbee,7,sophomore
179,180,73.76,west coast,noon,0.95,1.0,6,9,night owl,frisbee,7,sophomore
179,180,72.94,west coast,noon,0.8300000000000001,1.0,6,9,night owl,frisbee,7,sophomore
179,180,62.14,west coast,noon,0.7000000000000001,1.0,5,10,night owl,frisbee,7,sophomore
179,180,73.75,west coast,noon,0.86,1.0,7,10,night owl,frisbee,7,sophomore
