,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
538,539,43.04,west coast,morning,0.15,0.36,3,4,night owl,frisbee,4,frosh
538,539,34.29,west coast,evening,0.18,0.0,3,5,night owl,frisbee,4,frosh
538,539,19.1,west coast,noon,0.0,0.0,3,5,night owl,frisbee,4,frosh
538,539,25.85,west coast,morning,0.14,0.0,2,4,night owl,frisbee,4,frosh
538,539,13.52,west coast,noon,0.32,0.0,1,5,night owl,frisbee,4,frosh
538,539,23.14,west coast,morning,0.34,0.1,1,5,night owl,frisbee,4,frosh
538,539,19.25,west coast,noon,0.09,0.0,0,5,night owl,frisbee,4,frosh
538,539,21.59,west coast,noon,0.61,0.0,2,6,night owl,frisbee,4,frosh
538,539,25.39,west coast,noon,0.93,0.0,2,7,night owl,frisbee,4,frosh
538,539,39.95,west coast,evening,1.0,0.0,1,7,night owl,frisbee,4,frosh
