,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
213,214,0.0,east coast,morning,0.41,0.08,4,1,night owl,baseball,4,frosh
213,214,30.52,east coast,evening,0.66,0.24,4,1,night owl,baseball,4,frosh
213,214,19.58,east coast,morning,0.84,0.48,5,1,night owl,baseball,4,frosh
213,214,29.68,east coast,noon,0.97,0.16,6,2,night owl,baseball,4,frosh
213,214,38.44,east coast,noon,1.0,0.59,7,2,night owl,baseball,4,frosh
213,214,65.88,west coast,noon,0.99,1.0,7,1,night owl,baseball,4,frosh
213,214,67.12,west coast,noon,0.98,1.0,6,1,night owl,baseball,4,frosh
213,214,71.46000000000001,west coast,evening,1.0,0.99,5,2,night owl,baseball,4,frosh
213,214,59.03,west coast,noon,1.0,0.81,7,3,night owl,baseball,4,frosh
213,214,55.24,west coast,noon,0.95,0.8200000000000001,6,3,night owl,baseball,4,frosh
