,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
100,101,28.96,east coast,morning,0.58,0.14,9,4,night owl,baseball,4,frosh
100,101,40.96,east coast,evening,0.59,0.31,9,5,night owl,baseball,4,frosh
100,101,24.22,east coast,noon,0.41,0.43,8,7,night owl,baseball,4,frosh
100,101,47.14,east coast,noon,0.71,0.5700000000000001,9,7,night owl,baseball,4,frosh
100,101,39.76,east coast,evening,0.44,0.43,8,9,night owl,baseball,4,frosh
100,101,17.62,west coast,noon,0.44,0.27,8,9,night owl,baseball,4,frosh
100,101,18.27,west coast,noon,0.37,0.0,9,9,night owl,baseball,4,frosh
100,101,1.92,west coast,noon,0.0,0.06,7,10,night owl,baseball,4,frosh
100,101,25.87,west coast,noon,0.0,0.0,8,9,night owl,baseball,4,frosh
100,101,44.73,west coast,noon,0.02,0.0,9,9,night owl,baseball,4,frosh
