,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
307,308,7.19,west coast,noon,0.2,0.39,3,6,early bird,frisbee,3,junior
307,308,30.51,west coast,noon,0.02,0.26,3,6,early bird,frisbee,3,junior
307,308,1.2,west coast,noon,0.08,0.0,3,5,early bird,frisbee,3,junior
307,308,4.16,west coast,evening,0.0,0.0,3,5,early bird,frisbee,3,junior
307,308,17.87,west coast,noon,0.0,0.15,3,6,early bird,frisbee,3,junior
307,308,24.1,west coast,noon,0.0,0.12,3,7,early bird,frisbee,3,junior
307,308,32.37,west coast,evening,0.0,0.26,3,7,early bird,frisbee,3,junior
307,308,24.77,west coast,noon,0.0,0.39,3,7,early bird,frisbee,3,junior
307,308,22.34,west coast,noon,0.1,0.47,3,8,early bird,frisbee,3,junior
307,308,27.66,west coast,noon,0.0,0.61,1,7,early bird,frisbee,3,junior
