,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
453,454,54.16,west coast,evening,0.74,0.93,3,6,night owl,curling,5,junior
453,454,38.34,west coast,noon,0.88,0.76,4,4,night owl,curling,5,junior
453,454,43.21,west coast,noon,0.7000000000000001,0.84,5,3,night owl,curling,5,junior
453,454,32.53,west coast,noon,0.5,0.56,5,3,night owl,curling,5,junior
453,454,8.34,west coast,noon,0.24,0.06,5,4,night owl,curling,5,junior
453,454,31.89,west coast,morning,0.6,0.06,5,6,night owl,curling,5,junior
453,454,21.11,west coast,noon,0.16,0.12,5,6,night owl,curling,5,junior
453,454,24.2,west coast,noon,0.27,0.11,4,6,night owl,curling,5,junior
453,454,35.480000000000004,west coast,evening,0.65,0.01,5,9,night owl,curling,5,junior
453,454,0.0,west coast,noon,0.0,0.0,4,10,night owl,curling,5,junior
