,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
216,217,16.37,east coast,morning,0.55,0.06,6,1,night owl,gymnastics,5,frosh
216,217,31.7,east coast,evening,0.78,0.0,6,2,night owl,gymnastics,5,frosh
216,217,10.62,east coast,morning,1.0,0.0,5,2,night owl,gymnastics,5,frosh
216,217,29.51,east coast,noon,0.85,0.0,6,2,night owl,gymnastics,5,frosh
216,217,15.83,east coast,noon,0.99,0.0,8,2,night owl,gymnastics,5,frosh
216,217,29.97,west coast,noon,1.0,0.04,9,1,night owl,gymnastics,5,frosh
216,217,47.61,west coast,noon,1.0,0.06,9,3,night owl,gymnastics,5,frosh
216,217,34.82,west coast,evening,1.0,0.0,7,1,night owl,gymnastics,5,frosh
216,217,29.27,west coast,noon,0.95,0.0,8,1,night owl,gymnastics,5,frosh
216,217,29.25,west coast,noon,1.0,0.0,9,2,night owl,gymnastics,5,frosh
