,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
870,871,59.48,west coast,noon,0.89,0.6900000000000001,10,10,early bird,curling,3,senior
870,871,64.81,west coast,noon,1.0,0.77,10,8,early bird,curling,3,senior
870,871,60.47,west coast,noon,0.97,0.76,10,7,early bird,curling,3,senior
870,871,54.72,west coast,noon,1.0,0.38,10,8,early bird,curling,3,senior
870,871,45.51,west coast,noon,0.87,0.0,10,7,early bird,curling,3,senior
870,871,44.48,west coast,evening,0.71,0.02,10,8,early bird,curling,3,senior
870,871,42.06,west coast,noon,0.87,0.0,10,8,early bird,curling,3,senior
870,871,36.43,west coast,noon,0.95,0.0,10,8,early bird,curling,3,senior
870,871,37.01,west coast,noon,1.0,0.02,9,8,early bird,curling,3,senior
870,871,30.05,west coast,noon,0.78,0.0,10,7,early bird,curling,3,senior
