,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
319,320,57.17,west coast,noon,0.95,0.75,8,3,early bird,frisbee,7,frosh
319,320,62.620000000000005,west coast,noon,0.64,1.0,8,5,early bird,frisbee,7,frosh
319,320,75.0,west coast,noon,1.0,1.0,7,4,early bird,frisbee,7,frosh
319,320,64.94,west coast,noon,0.88,1.0,6,2,early bird,frisbee,7,frosh
319,320,51.71,west coast,evening,0.73,0.84,7,3,early bird,frisbee,7,frosh
319,320,55.03,west coast,noon,1.0,0.91,5,2,early bird,frisbee,7,frosh
319,320,69.60000000000001,west coast,noon,1.0,0.97,7,4,early bird,frisbee,7,frosh
319,320,65.73,west coast,evening,0.73,0.91,9,5,early bird,frisbee,7,frosh
319,320,75.77,west coast,noon,0.75,1.0,9,5,early bird,frisbee,7,frosh
319,320,70.68,west coast,evening,0.71,1.0,9,7,early bird,frisbee,7,frosh
