,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
566,567,33.56,west coast,noon,0.31,0.29,5,2,night owl,curling,3,sophomore
566,567,13.47,west coast,noon,0.38,0.28,6,4,night owl,curling,3,sophomore
566,567,37.39,west coast,evening,0.23,0.61,6,6,night owl,curling,3,sophomore
566,567,22.95,west coast,noon,0.0,0.92,8,4,night owl,curling,3,sophomore
566,567,27.14,west coast,noon,0.05,0.92,9,3,night owl,curling,3,sophomore
566,567,22.67,west coast,morning,0.0,0.84,10,3,night owl,curling,3,sophomore
566,567,41.11,west coast,noon,0.06,1.0,10,4,night owl,curling,3,sophomore
566,567,45.09,west coast,noon,0.0,1.0,10,5,night owl,curling,3,sophomore
566,567,12.19,west coast,noon,0.01,0.87,9,3,night owl,curling,3,sophomore
566,567,26.32,west coast,noon,0.0,0.98,9,1,night owl,curling,3,sophomore
