,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
792,793,13.23,west coast,evening,0.25,0.05,6,9,night owl,gymnastics,4,sophomore
792,793,20.88,west coast,noon,0.03,0.23,6,8,night owl,gymnastics,4,sophomore
792,793,13.36,west coast,noon,0.07,0.48,5,8,night owl,gymnastics,4,sophomore
792,793,14.12,west coast,noon,0.0,0.7000000000000001,3,8,night owl,gymnastics,4,sophomore
792,793,3.92,west coast,morning,0.0,0.66,6,7,night owl,gymnastics,4,sophomore
792,793,29.15,west coast,noon,0.0,1.0,7,5,night owl,gymnastics,4,sophomore
792,793,38.56,west coast,noon,0.0,1.0,7,4,night owl,gymnastics,4,junior
792,793,25.91,west coast,morning,0.0,0.91,7,5,night owl,gymnastics,4,junior
792,793,42.45,west coast,evening,0.04,1.0,7,3,night owl,gymnastics,4,junior
792,793,21.83,west coast,noon,0.2,0.89,7,2,night owl,gymnastics,4,junior
