,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
886,887,59.52,west coast,evening,0.56,0.96,2,7,night owl,basketball,3,senior
886,887,47.97,west coast,noon,0.67,0.84,1,7,night owl,basketball,3,senior
886,887,58.6,west coast,noon,1.0,0.84,1,7,night owl,basketball,3,senior
886,887,56.25,west coast,evening,1.0,0.75,1,7,night owl,basketball,3,senior
886,887,50.04,west coast,noon,0.91,0.79,2,8,night owl,basketball,3,senior
886,887,43.59,west coast,noon,0.75,0.75,4,7,night owl,basketball,3,senior
886,887,47.67,west coast,evening,0.4,0.8,3,8,night owl,basketball,3,senior
886,887,28.92,west coast,noon,0.42,0.68,3,8,night owl,basketball,3,senior
886,887,48.04,west coast,evening,1.0,0.39,4,9,night owl,basketball,3,senior
886,887,33.07,west coast,noon,1.0,0.31,3,8,night owl,basketball,3,senior
