,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
681,682,19.14,west coast,evening,0.11,0.73,0,6,night owl,martial arts,5,frosh
681,682,37.66,west coast,noon,0.06,0.77,2,5,night owl,martial arts,5,frosh
681,682,24.75,west coast,noon,0.15,0.87,2,4,night owl,martial arts,5,frosh
681,682,39.05,west coast,morning,0.18,1.0,2,6,night owl,martial arts,5,frosh
681,682,34.34,west coast,noon,0.28,0.84,4,8,night owl,martial arts,5,frosh
681,682,25.22,west coast,noon,0.06,0.6900000000000001,3,8,night owl,martial arts,5,frosh
681,682,0.0,west coast,noon,0.0,0.63,4,7,night owl,martial arts,5,frosh
681,682,19.0,west coast,morning,0.06,0.56,4,6,night owl,martial arts,5,frosh
681,682,0.0,west coast,noon,0.17,0.23,4,7,night owl,martial arts,5,frosh
681,682,6.13,west coast,noon,0.09,0.0,4,7,night owl,martial arts,5,frosh
