,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
665,666,33.33,west coast,morning,0.44,0.93,3,10,night owl,martial arts,3,junior
665,666,27.48,west coast,noon,0.39,0.58,2,9,night owl,martial arts,3,junior
665,666,58.91,west coast,evening,0.67,0.7000000000000001,1,10,night owl,martial arts,3,junior
665,666,35.4,west coast,noon,0.62,0.07,3,10,night owl,martial arts,3,junior
665,666,46.5,west coast,evening,0.88,0.04,2,11,night owl,martial arts,3,junior
665,666,40.51,west coast,evening,1.0,0.0,2,12,night owl,martial arts,3,junior
665,666,25.66,west coast,noon,0.8300000000000001,0.0,2,12,night owl,martial arts,3,junior
665,666,39.93,west coast,noon,1.0,0.17,1,12,night owl,martial arts,3,junior
665,666,30.72,west coast,noon,1.0,0.13,1,11,night owl,martial arts,3,junior
665,666,40.19,west coast,noon,0.98,0.0,1,10,night owl,martial arts,3,junior
