,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
427,428,73.54,west coast,evening,0.94,0.98,6,6,night owl,table tennis,7,senior
427,428,65.18,west coast,noon,0.97,1.0,6,6,night owl,table tennis,7,senior
427,428,66.61,west coast,noon,0.93,1.0,8,5,night owl,table tennis,7,senior
427,428,66.57000000000001,west coast,noon,0.98,0.94,7,6,night owl,table tennis,7,senior
427,428,41.42,west coast,noon,0.96,0.76,6,4,night owl,table tennis,7,senior
427,428,43.78,west coast,evening,0.87,0.5,7,3,night owl,table tennis,7,senior
427,428,39.08,west coast,evening,0.71,0.6900000000000001,7,4,night owl,table tennis,7,senior
427,428,61.16,west coast,noon,1.0,0.91,5,5,night owl,table tennis,7,senior
427,428,53.620000000000005,west coast,morning,0.96,0.61,6,6,night owl,table tennis,7,senior
427,428,58.53,west coast,noon,0.79,0.98,5,5,night owl,table tennis,7,senior
